City,Date,AQI,PM2.5,PM10,NO2,CO,SO2,O3
Bengaluru,2020-02-06,96.0,43.83,92.77,35.14,1.11,6.93,41.55
Bengaluru,2020-02-07,96.0,49.51,103.19,31.27,1.06,8.53,41.16
Bengaluru,2020-02-08,105.0,45.3,106.63,30.49,0.95,7.2,38.36
Bengaluru,2020-02-09,101.0,52.39,111.14,25.96,1.06,10.99,34.35
Bengaluru,2020-02-10,103.0,35.53,82.96,26.2,1.09,8.07,32.75
Bengaluru,2020-02-11,87.0,33.94,77.23,28.99,1.07,7.08,34.75
Bengaluru,2020-02-12,80.0,32.82,72.71,28.34,0.93,7.06,34.6
Bengaluru,2020-02-13,84.0,37.67,86.81,37.32,1.06,7.06,34.92
Bengaluru,2020-02-14,111.0,50.47,120.55,46.46,1.29,6.98,45.01
Bengaluru,2020-02-15,128.0,54.91,129.65,54.43,1.24,7.48,46.99
Bengaluru,2020-02-16,120.0,45.02,89.03,36.76,0.99,8.14,49.12
Bengaluru,2020-02-17,99.0,41.66,94.89,43.77,1.15,9.48,42.21
Bengaluru,2020-02-18,103.0,43.29,105.87,42.79,1.07,7.44,47.44
Bengaluru,2020-02-19,101.0,55.31,97.46,36.85,1.28,7.62,49.57
Bengaluru,2020-02-20,94.0,47.86,95.51,33.04,1.06,5.97,38.42
Bengaluru,2020-02-21,90.0,30.24,72.85,24.85,1.0,6.25,40.89
Bengaluru,2020-02-22,78.0,33.96,82.03,23.75,0.98,6.62,37.76
Bengaluru,2020-02-23,81.0,36.3,85.26,21.8,1.09,5.92,49.19
Bengaluru,2020-02-24,82.0,35.6,82.42,25.61,1.01,5.93,43.59
Bengaluru,2020-02-25,107.0,41.83,97.01,31.08,1.28,6.01,50.22
Bengaluru,2020-02-26,104.0,47.39,88.67,27.21,0.97,5.38,36.49
Bengaluru,2020-02-27,112.0,39.39,92.84,31.61,1.16,6.72,41.29
Bengaluru,2020-02-28,98.0,42.58,95.58,26.77,1.06,6.75,46.4
Bengaluru,2020-02-29,95.0,48.75,95.45,27.79,1.01,6.22,47.04
Bengaluru,2020-03-01,101.0,56.2,89.66,21.91,0.98,7.09,49.93
Bengaluru,2020-03-02,103.0,53.75,115.89,29.55,1.18,6.36,48.39
Bengaluru,2020-03-03,137.0,70.78,154.34,32.33,1.27,6.96,61.01
Bengaluru,2020-03-04,131.0,55.66,118.07,33.05,1.22,6.6,52.01
Bengaluru,2020-03-05,117.0,57.89,111.38,28.68,1.04,7.21,53.06
Bengaluru,2020-03-06,100.0,41.84,83.19,23.14,0.94,8.07,50.82
Bengaluru,2020-03-07,93.0,44.33,89.88,26.8,0.98,7.12,37.49
Bengaluru,2020-03-08,91.0,38.66,84.01,21.71,0.88,6.71,40.31
Bengaluru,2020-03-09,99.0,38.88,84.66,23.26,0.99,7.41,45.57
Bengaluru,2020-03-10,93.0,41.48,89.64,22.84,0.94,7.08,50.57
Bengaluru,2020-03-11,95.0,39.57,80.31,25.62,0.96,8.25,50.73
Bengaluru,2020-03-12,97.0,34.62,78.55,28.58,1.05,6.36,49.83
Bengaluru,2020-03-13,90.0,34.77,76.68,27.42,0.93,7.36,42.26
Bengaluru,2020-03-14,86.0,29.97,72.04,27.04,0.91,6.65,38.8
Bengaluru,2020-03-15,88.0,33.96,72.17,22.19,0.92,6.97,49.32
Bengaluru,2020-03-16,79.0,26.15,71.05,21.45,0.84,6.75,36.51
Bengaluru,2020-03-17,77.0,24.15,77.96,19.78,0.86,7.01,31.85
Bengaluru,2020-03-18,78.0,29.66,72.55,24.72,0.9,7.25,39.28
Bengaluru,2020-03-19,91.0,38.15,87.04,26.49,0.93,7.97,55.4
Bengaluru,2020-03-20,100.0,43.31,94.45,23.38,0.98,6.97,53.12
Bengaluru,2020-03-21,103.0,40.62,95.67,31.05,1.06,6.75,59.91
Bengaluru,2020-03-22,99.0,30.16,66.88,13.39,0.82,6.92,48.99
Bengaluru,2020-03-23,85.0,40.28,82.77,20.12,1.05,6.03,42.02
Bengaluru,2020-03-24,106.0,50.85,82.89,15.65,0.86,6.39,39.76
Bengaluru,2020-03-25,70.0,25.25,48.81,9.73,0.76,7.92,38.24
Bengaluru,2020-03-26,61.0,27.77,51.53,8.99,0.7,5.87,35.05
Bengaluru,2020-03-27,67.0,27.47,51.79,9.44,0.85,6.49,35.6
Bengaluru,2020-03-28,70.0,24.89,45.75,10.58,0.85,6.11,36.29
Bengaluru,2020-03-29,66.0,28.45,47.23,12.22,0.85,6.37,37.19
Bengaluru,2020-03-30,72.0,32.46,53.57,11.09,0.91,6.77,41.31
Bengaluru,2020-03-31,68.0,22.01,48.55,10.09,0.83,5.11,42.69
Bengaluru,2020-04-01,64.0,22.54,49.89,10.37,0.76,5.81,41.52
Bengaluru,2020-04-02,70.0,27.12,58.49,9.58,0.86,5.56,46.12
Bengaluru,2020-04-03,82.0,34.12,69.87,9.69,0.77,6.8,49.16
Bengaluru,2020-04-04,74.0,31.93,63.83,9.23,0.72,6.51,43.88
Bengaluru,2020-04-05,77.0,30.26,67.3,9.81,0.8,6.06,39.66
Bengaluru,2020-04-06,65.0,22.68,50.53,11.52,0.71,4.44,42.79
Bengaluru,2020-04-07,62.0,15.14,20.84,13.48,0.71,5.3,42.61
Bengaluru,2020-04-08,67.0,18.39,28.13,13.73,0.72,5.55,52.65
Bengaluru,2020-04-09,65.0,23.32,32.12,12.38,0.73,5.83,48.84
Bengaluru,2020-04-10,76.0,30.06,22.69,11.5,0.67,6.1,47.67
Bengaluru,2020-04-11,70.0,26.99,35.92,10.63,0.79,6.06,45.02
Bengaluru,2020-04-12,64.0,22.38,35.49,11.74,0.72,4.78,47.0
Bengaluru,2020-04-13,72.0,25.61,42.98,15.57,0.71,5.75,46.22
Bengaluru,2020-04-14,72.0,30.24,52.51,15.73,0.69,6.34,46.63
Bengaluru,2020-04-15,74.0,33.62,50.11,13.81,0.67,8.19,46.04
Bengaluru,2020-04-16,66.0,25.27,42.7,12.73,0.73,6.55,43.3
Bengaluru,2020-04-17,74.0,40.0,50.83,12.28,0.65,5.77,41.22
Bengaluru,2020-04-18,94.0,34.03,46.7,11.74,0.72,5.59,39.05
Bengaluru,2020-04-19,67.0,24.22,41.6,10.48,0.61,6.21,36.3
Bengaluru,2020-04-20,53.0,19.42,31.92,10.76,0.55,6.75,32.7
Bengaluru,2020-04-21,65.0,17.04,48.52,13.02,0.78,6.2,31.78
Bengaluru,2020-04-22,71.0,19.95,50.26,10.17,0.68,6.79,34.71
Bengaluru,2020-04-23,63.0,26.1,48.49,11.41,0.67,6.36,38.1
Bengaluru,2020-04-24,69.0,26.25,65.58,13.05,0.75,6.54,34.36
Bengaluru,2020-04-25,66.0,25.98,55.47,13.04,0.69,5.83,30.95
Bengaluru,2020-04-26,61.0,21.32,43.11,11.76,0.82,5.47,37.25
Bengaluru,2020-04-27,59.0,19.25,50.33,11.69,0.76,5.55,33.06
Bengaluru,2020-04-28,71.0,20.74,55.81,11.24,0.79,5.86,33.9
Bengaluru,2020-04-29,62.0,13.68,39.31,12.02,0.74,5.73,30.77
Bengaluru,2020-04-30,61.0,20.3,54.56,15.27,0.75,5.45,32.26
Bengaluru,2020-05-01,74.0,24.81,61.29,12.6,0.67,6.28,40.97
Bengaluru,2020-05-02,72.0,18.36,50.84,14.26,0.8,6.19,38.88
Bengaluru,2020-05-03,71.0,22.35,56.07,17.28,0.82,6.23,39.28
Bengaluru,2020-05-04,79.0,26.1,71.6,18.88,0.86,7.16,42.46
Bengaluru,2020-05-05,91.0,29.23,87.56,18.26,0.82,7.44,43.07
Bengaluru,2020-05-06,85.0,23.02,64.54,17.4,0.93,6.85,38.88
Bengaluru,2020-05-07,82.0,26.87,72.07,18.2,0.88,6.09,34.69
Bengaluru,2020-05-08,73.0,17.61,52.32,16.86,0.77,7.14,31.87
Bengaluru,2020-05-09,76.0,21.05,60.98,14.05,0.77,7.51,30.1
Bengaluru,2020-05-10,78.0,24.29,59.49,13.18,0.77,6.93,34.13
Bengaluru,2020-05-11,77.0,20.58,66.73,14.23,0.81,7.7,35.18
Bengaluru,2020-05-12,82.0,15.43,70.53,14.13,0.73,6.05,26.07
Bengaluru,2020-05-13,66.0,14.56,39.32,13.82,0.8,6.09,27.46
Bengaluru,2020-05-14,66.0,24.81,58.72,15.82,0.74,6.12,33.15
Bengaluru,2020-05-15,73.0,17.34,46.71,16.79,0.87,7.39,25.11
Bengaluru,2020-05-16,74.0,23.44,56.99,18.22,0.96,7.06,32.49
Bengaluru,2020-05-17,70.0,21.25,52.69,13.24,0.72,7.19,36.41
Bengaluru,2020-05-18,68.0,16.82,47.84,12.91,0.85,6.14,35.55
Bengaluru,2020-05-19,72.0,23.81,79.02,13.11,0.73,5.67,27.88
Bengaluru,2020-05-20,79.0,17.9,64.0,13.77,0.72,6.05,26.03
Bengaluru,2020-05-21,70.0,19.53,60.44,14.59,0.74,5.8,26.55
Bengaluru,2020-05-22,68.0,18.13,56.21,15.13,0.79,5.59,34.42
Bengaluru,2020-05-23,72.0,19.52,62.59,15.05,0.72,6.29,39.84
Bengaluru,2020-05-24,66.0,18.62,66.58,13.03,0.59,5.64,27.7
Bengaluru,2020-05-25,70.0,21.06,57.36,16.82,0.7,5.81,33.26
Bengaluru,2020-05-26,66.0,22.25,71.59,16.47,0.76,6.38,34.72
Bengaluru,2020-05-27,75.0,19.81,55.23,18.54,0.92,6.03,26.83
Bengaluru,2020-05-28,74.0,28.46,55.7,14.85,0.66,6.24,27.7
Bengaluru,2020-05-29,66.0,23.16,53.37,15.72,0.7,6.48,25.16
Bengaluru,2020-05-30,72.0,15.87,42.52,18.27,0.74,6.27,24.01
Bengaluru,2020-05-31,61.0,23.32,51.62,11.58,0.84,7.01,25.66
Bengaluru,2020-06-01,49.0,9.16,22.16,9.72,0.6,6.78,20.96
Bengaluru,2020-06-02,40.0,8.95,19.43,9.76,0.57,6.65,17.46
Bengaluru,2020-06-03,42.0,9.69,19.34,9.78,0.6,6.85,19.62
Bengaluru,2020-06-04,43.0,10.91,30.11,11.51,0.62,6.94,17.73
Bengaluru,2020-06-05,55.0,22.88,48.48,19.65,0.66,7.12,18.92
Bengaluru,2020-06-06,55.0,18.18,50.12,17.1,0.6,7.16,18.22
Bengaluru,2020-06-07,55.0,17.6,45.11,13.32,0.57,7.11,14.91
Bengaluru,2020-06-08,55.0,20.16,48.85,15.31,0.65,6.88,16.9
Bengaluru,2020-06-09,58.0,21.7,52.5,15.48,0.62,6.99,16.73
Bengaluru,2020-06-10,70.0,25.44,73.07,15.98,0.66,6.92,15.65
Bengaluru,2020-06-11,59.0,16.53,39.75,14.7,0.67,6.99,12.9
Bengaluru,2020-06-12,49.0,16.84,35.21,13.83,0.64,7.2,15.56
Bengaluru,2020-06-13,50.0,16.79,42.32,14.67,0.72,7.33,15.52
Bengaluru,2020-06-14,49.0,16.66,35.74,12.31,0.56,6.86,13.54
Bengaluru,2020-06-15,47.0,19.57,36.58,13.01,0.62,7.68,16.22
Bengaluru,2020-06-16,55.0,17.07,45.6,13.32,0.6,7.21,16.51
Bengaluru,2020-06-17,57.0,18.29,56.47,14.1,0.65,7.74,13.01
Bengaluru,2020-06-18,65.0,28.32,63.66,13.98,0.73,7.27,12.63
Bengaluru,2020-06-19,65.0,21.55,57.17,13.87,0.66,7.22,12.34
Bengaluru,2020-06-20,56.0,18.32,47.55,13.62,0.66,7.81,14.16
Bengaluru,2020-06-21,52.0,18.18,42.05,12.45,0.54,7.47,13.37
Bengaluru,2020-06-22,49.0,15.65,40.19,14.45,0.62,7.18,13.04
Bengaluru,2020-06-23,56.0,20.38,49.93,14.6,0.62,6.98,17.72
Bengaluru,2020-06-24,63.0,19.72,52.43,14.61,0.61,6.86,18.26
Bengaluru,2020-06-25,63.0,16.93,40.06,17.67,0.74,7.73,19.58
Bengaluru,2020-06-26,58.0,15.4,28.66,14.29,0.61,7.45,19.53
Bengaluru,2020-06-27,51.0,16.6,29.48,13.68,0.67,7.29,15.69
Bengaluru,2020-06-28,61.0,20.44,26.34,10.33,0.66,6.6,17.59
Bengaluru,2020-06-29,65.0,28.68,29.27,12.12,0.56,6.33,16.99
Bengaluru,2020-06-30,63.0,14.47,24.26,12.69,0.56,6.45,16.08
Bengaluru,2020-07-01,43.0,17.5,30.48,13.25,0.54,6.66,15.4
Bhopal,2019-09-18,89.0,21.25,38.2,37.81,1.38,8.95,24.7
Bhopal,2019-09-19,77.0,16.94,41.09,25.28,0.95,8.08,31.66
Bhopal,2019-09-20,76.0,15.29,43.1,26.05,0.95,7.52,30.93
Bhopal,2019-09-21,82.0,20.75,62.7,30.9,1.41,7.31,27.19
Bhopal,2019-09-22,90.0,11.21,42.45,25.74,1.16,5.82,38.87
